slno,refno,text,en_dmt,ta_gmt
69,astang_hriday_1_27-298,तं तथैवाऽनुवर्तेत पराराधनपण्डितः। न पिडयेदिन्द्रियाणि न चैतान्यतिलालयेत्॥,"""A wise man skilled in serving others should follow him in that very way. He should neither torment his senses, nor indulge them excessively.  """,
70,astang_hriday_1_27-302,त्रिवर्गशून्यं नाऽरम्भं भजेत्तं चाविरोधयन्। अनुयायात्प्रतिपदं सर्वधर्मेषु मध्यमाम्॥,"""One should not undertake any endeavor devoid of the threefold aims of life (trivarga), but without opposing it. One shall follow a middle course in all matters (sarvadharmeṣu).  """,
71,astang_hriday_1_27-306,नीच-रोम-नख-श्मश्रुर्निर्मलाङ्घ्रिमलायनः। स्नानशीलः सुसुरभिः सुवेषोऽनुल्बणोज्ज्वलः॥,"""[He has] short hair, nails, and beard, clean feet, and is free from dirt. Fond of bathing, well-perfumed, well-clad, not extravagant [but] brilliant [in ornaments].  """,
72,astang_hriday_1_27-310,धारयेत्सततं रत्नसिद्धमन्त्रमहौषधीः। साऽऽतपत्र-पदत्राणो विचरेद्युगमात्रदृक्॥,"""One should always wear jewels, efficacious mantras, and great medicinal herbs. She should wander about with a parasol and shoes, looking only a yoke-length ahead.  """,
73,astang_hriday_1_27-314,निशि चाऽऽत्ययिके कार्ये दण्डि मौली सहायवान्। चैत्यपूज्यध्वजाऽशास्तच्छायाभस्मतुषाऽशुचीन्॥,"""At night, in urgent business, a staff-bearer, a crowned one, and an assistant; a *caitya*, an object worthy of worship, a flag, an order, shade, ashes, husks, and impure things.  """,
74,astang_hriday_1_27-318,"नाऽऽक्रामेच्छर्करालोष्टबलिस्नानभुवोऽपि च। नदीं तरेन्न बाहुभ्यां, नाऽग्निस्कन्धमभिव्रजेत्॥","""One should not step on gravel, clods, offerings, or bathing places. One should not cross a river with one's arms, nor go near a pyre (agni-skandha).  """,
75,astang_hriday_1_27-322,सन्दिग्धनावं वृक्षं च नाऽरोहेद् दुष्टयानवत्। नासंवृतमुखः कुर्यात्क्षुतिहास्यविजृम्भणम्॥,"""One should not board a dangerous ship, nor climb a tree, just as [one would not enter] a defective vehicle. One should not sneeze, laugh, or yawn without covering [one's] mouth.  """,
76,astang_hriday_1_27-326,"नासिकां न विकुष्णीयान्नाकस्माद्विनिवर्तयेत्। नाङ्गै श्चेष्टेत विगुणं,नाऽऽसीतोत्कटकश्चिरम्॥","""One should not wrinkle the nose *nāsikāṃ*, nor suddenly turn away. One should not gesticulate improperly with the limbs *aṅgaiḥ*, nor sit long in the squatting position *utkaṭaka*.  """,
77,astang_hriday_1_27-330,देहवाक्_चेतसां चेष्टाः प्राक् श्रमाद्विनिवर्तयेत्। नोर्ध्वजानुश्रिरं तिष्ठेत् नक्तं सेवेत न द्रुमम्॥,"""One should cease the activities of body, speech, and mind before fatigue. One should not stand for long with [one's] knees raised. One should not stay at a tree at night.  """,
78,astang_hriday_1_27-334,तथा चत्वरचैत्यान्तश्चतुष्पथसुरालयान्। सूनाऽटवीशून्यगृहश्मशाननि दिवाऽपि न॥,"""Likewise, crossroads, sacred places at crossroads, the intersection of four roads, and taverns; slaughterhouses, forests, empty houses, and cremation grounds, not even during the day.  """,
79,astang_hriday_1_27-338,"सर्वथेक्षेत नाऽऽदित्यं, न भारं शिरसा वहेत्। नेक्षेत प्रततं सूक्ष्मं दीप्ताऽमेध्याऽप्रियाणि च॥","""In every way, one should not look at the sun, nor carry a burden on the head. One should not look constantly at subtle, blazing, impure, or unpleasant things.  """,
80,astang_hriday_1_27-342,मद्यविक्रय-सन्धान-दानाऽऽदानानि नाऽऽचरेत्। पुरोवाताऽऽतप-रजस्तुषारपरुषाऽनिलान्॥,"""He should not engage in the sale, preparation, giving, or receiving of intoxicants. [He should avoid] strong winds, heat, dust, frost, and harsh winds.  """,
81,astang_hriday_1_27-346,अनृजुः क्षवथूद्गारकासस्वप्नान्नमैथुनम्। कूलच्छायां नृपद्विष्टं व्यालदंष्ट्रिविषाणिनः॥ हीनानार्यातिनिपुणसेवां विग्रहमुत्तमैः। सन्ध्यास्वभ्यवहारस्रीस्वप्नाध्ययनचिन्तनम्॥ शत्रु-सत्र-गणाऽऽकीर्णं-गणिका-पणिकाऽशनम्। गात्रवक्रनखैर्वाद्यं हस्तकेशाऽवधूननम्॥ तोयाग्निपूज्यमध्येन यानं धूमं शवाश्रयम्। मद्यातिसक्तिं विश्रम्भस्वातन्त्र्ये स्रीषु च त्यजेत्॥,"""One should avoid dishonesty, sneezing, belching, coughing, sleeping, eating, and sexual intercourse; [staying in] riverbank shade, [being] disliked by the king, [being near] fanged and horned wild animals; serving inferior, ignoble, or overly clever people, quarreling with superiors; eating at twilight, [thinking of] women, sleeping, studying, and contemplating; eating in a place crowded with enemies, ascetics, or groups, or in a brothel or market; playing with crooked limbs or nails, shaking the hands or hair; traveling between water, fire, and something worthy of worship, [being near] smoke or a corpse; excessive attachment to alcohol, and excessive trust and freedom in women.  """,
