refno,type,text
vetalkatha_vetalkatha_L167,prose,मुनेः वचनम् स्मृतवती चेदपि तम् चोरम् खादितवती च।
vetalkatha_vetalkatha_L168,prose,तावति काले सा अन्यम् मनुष्यम् दृष्टवती।
vetalkatha_vetalkatha_L169,prose,राक्षसी अनुक्षणम् एव एकस्य वृक्षस्य पृष्ठतः निलीय स्थितवती।
vetalkatha_vetalkatha_L170,prose,"सः मनुष्यः- यदा समीपम् आगतवान् तदा उच्चस्वरेण सा पृष्टवती - ""भवान् कः?"" इति।"
vetalkatha_vetalkatha_L171,prose,"राक्षसीम् दृष्ट्वा सः मानवः भयेन उक्तवान् - ""मम नाम वीरदासः इति।"
vetalkatha_vetalkatha_L172,prose,अहम् कलिङ्गराजस्य आस्थाने पाचकः।
vetalkatha_vetalkatha_L173,prose,महाराजः संशयेन माम् आस्थानात् बहिः प्रेषितवान्।
vetalkatha_vetalkatha_L174,prose,"अहम् इदानीम् अनाथः इति।"""
vetalkatha_vetalkatha_L175,prose,"असुराम्बिका तम् एव पश्यन्ती - ""महाराजः वृता किमर्थम् भवन्तम् प्रेषितवान्।"
vetalkatha_vetalkatha_L176,prose,भवान् सत्यम् वदतु।
vetalkatha_vetalkatha_L177,prose,"कम् अपराधम् कृतवान् भवान्?"" इति पृष्टवती।"
vetalkatha_vetalkatha_L178,prose,"वीरदासः भीत्या मन्दस्वरेण उक्तवान् - ""सत्यम् वदामि।"
vetalkatha_vetalkatha_L179,prose,माम् मुञ्चतु।
vetalkatha_vetalkatha_L180,prose,पार्श्वराज्यस्य महाराजः मह्यम् धनम् दत्त्वा उक्तवान् आसीत् यत् भवता महाराजस्य आहारे विषम् योजनीयम्  इति।
vetalkatha_vetalkatha_L181,prose,"तथा कर्तुम्  उद्युक्तम् माम् रक्षकभटाः गृहीतवन्तः"" इति।"
vetalkatha_vetalkatha_L182,prose,तस्य  उत्तरम् श्रुत्वा असुराम्बिका उच्चैः हसितवती।
vetalkatha_vetalkatha_L183,prose,"""महाराजतः विमोचनम् प्राप्य अपि भवान् मम जाले पतितवान् एव"" इति वदन्ती तम् खादितवती।"
vetalkatha_vetalkatha_L184,prose,तथापि सा राक्षसी बुभुक्षाम् सोढुम् अशक्ता सती गुहायाम् उपविश्य कालयापनम् कुर्वती आसीत्।
vetalkatha_vetalkatha_L185,prose,तदा शिवताण्डवः नाम युवकः तेन मार्गेण आगतवान्।
vetalkatha_vetalkatha_L186,prose,"तम् दृष्ट्वा राक्षसी  उत्थाय पदचतुष्टयम् अग्रे आगत्य उक्तवती - ""भोः, भवतः कथा समाप्ता"" इति।"
vetalkatha_vetalkatha_L187,prose,"भयङ्करीम् राक्षसीम् दृष्ट्वा अपि भीतिम् अप्राप्नुवन् शिवताण्डवः धैर्येण पृष्टवान् - ""किमर्थम् मम मार्गस्य अवरोधम् करोति भवती?"" इति।"
vetalkatha_vetalkatha_L188,prose,"तदा उच्चैः हसन्ती राक्षसी - ""भवतः मार्गस्य अवरोधम् किमर्थम् करोमि इति न जानाति वा भवान्? तावती मूर्खता वा भवतः? प्रातःकालतः अहम् द्वौ पुरुषौ खादितवती चेदपि मम बुभुक्षा किञ्चिद् अपि न शान्ता।"
